roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA1,sDA2,sDA3,sDA4,sDA5,sDA6,sDA7,sDA8,sDA9,UDI1,UDI2,UDI3,UDI4,UDI5,UDI6,UDI7,UDI8,UDI9,ASE1,ASE2,ASE3,ASE4,ASE5,ASE6,ASE7,ASE8,ASE9
84,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8,16,87,-37,37,41,21,6,3,19,67,83,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.7,8,3,3,9,3,2,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.786195,49.855219,29.082492,0,40.425926,59.06229,75.326599,65.737374,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
87,4,33,25,-21,90,86,22,70,79,80,145,74,1.97,2.27,0.43,1.04,0,0.2,0.6,0.3,5,9,10,8,1,2,3,1,25,13.64,100,0,0,100,29.26,14.77,100,55.230114,44.051136,81.894886,0,0,90.761364,67.724432,52.085227,83.588068,7.67,5.68,9.94,0,0,0,5.97,1.99,3.13
88,4,32,91,-20,90,86,25,70,7,80,145,77,0.82,2.38,0.08,1.15,0.7,0.2,0.6,0.4,5,9,10,8,1,2,2,1,50.32,19.13,51.83,22.46,0,27.38,69.44,40.87,68.17,71.319048,53.343651,75.223016,29.3,0,37.707143,83.240476,83.540476,85.593651,19.52,4.76,3.89,11.9,0,0,22.94,4.76,3.33
89,8,17,39,42,60,44,9,6,26,12,80,83,2.88,0.27,2.36,2.43,0.1,0.6,0.5,0.7,9,3,6,3,3,4,4,4,83.64,70.28,100,0.7,0,86.18,100,100,100,90.712727,84.902098,81.385455,12.877622,0,92.636364,25.91958,26.370629,16.951049,8.36,0,0,1.4,0,0,98.25,98.95,98.95
90,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.54,100,100,100,72.106481,90.927609,75.566358,42.603395,0,69.225309,19.898148,34.091049,21.447811,51.08,0,5.56,23.46,0,3.24,100,84.1,83
91,8,62,92,42,60,41,31,7,2,38,18,49,2.87,2.09,1.08,2.44,0.2,0.2,0.7,0.8,8,3,8,5,4,5,4,3,34.63,0,78.29,20.83,0,63.97,100,78.65,100,65.564974,30.351859,83.544182,34.751299,0,83.44942,73.201519,80.355458,59.367853,16.35,0,5.92,16.03,0,5.92,44.78,21.95,34.99
92,4,32,91,-20,90,86,38,74,7,80,145,77,0.84,2.38,0.03,1.15,0.7,0.2,0.6,0.3,8,7,10,8,3,2,2,2,53.97,21.19,53.65,27.22,0,27.38,61.59,28.57,59.37,71.743651,55.220635,75.92619,31.787302,0,37.884921,79.513492,72.91746,82.27381,20.87,5,3.89,14.92,0,0,21.75,2.78,1.83
93,3,17,39,38,59,44,11,81,30,107,80,106,2.88,0.23,2.36,2.43,0.1,0.6,0.5,0.8,9,7,6,9,3,4,4,5,72.38,70.98,91.96,0,0,26.57,100,100,100,94.192308,94.465035,93.503497,2.846154,0,49.867133,69.534965,72.286713,63.185315,0.7,0,0,0,0,0,54.55,48.6,49.3
94,6,33,31,-23,36,86,12,70,83,112,145,108,1.95,0.26,0.06,1.22,0.1,0.1,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4,21,82,-41,37,41,23,69,2,116,67,106,0.82,0.5,0.09,0.27,0.7,0.8,0.6,0.8,5,9,2,10,1,2,2,1,100,100,100,25.4,0,32.14,100,100,100,56.907407,71.634921,59.106838,30.862434,0,43.141534,67.071429,79.835979,70.064815,65.21,37.7,42.74,13.36,0,0,47.75,24.21,13.49
96,8,17,82,-41,37,41,23,67,2,114,67,87,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,3,2,10,3,2,2,4,100,100,100,36.03,0,46.3,100,100,100,17.434343,27.43771,20.484848,40.929293,0,62.776094,23.86532,40.683502,28.653199,100,96.97,97.64,22.9,0,2.69,96.8,64.31,45.96
97,4,16,87,-37,37,41,21,14,3,22,67,102,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.7,8,8,3,9,3,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.75,0,29.63,100,100,100,46.360269,61.791246,49.86532,29.079125,0,40.414141,58.993266,75.326599,65.720539,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
99,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.54,100,100,100,72.106481,90.927609,75.566358,42.623457,0,69.197531,20.106481,34.138889,21.454545,51.08,0,5.56,23.46,0,3.24,100,84.1,83
101,4,21,82,-41,37,41,23,69,2,116,67,106,0.82,0.5,0.09,0.27,0.7,0.8,0.6,0.8,5,9,2,10,1,2,2,1,100,100,100,25.4,0,32.14,100,100,100,56.907407,71.634921,59.105413,30.866402,0,43.15873,67.071429,79.830688,70.017196,65.21,37.7,42.74,13.36,0,0,47.75,24.21,13.49
102,4,17,82,-41,37,41,23,73,2,116,67,106,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.8,8,7,2,10,3,2,2,2,100,100,100,24.41,0,29.63,100,100,100,46.360269,61.791246,49.867003,29.112795,0,40.397306,59.048822,75.326599,65.757576,78.62,49.66,50.84,13.3,0,0,57.91,29.46,12.96
103,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
104,8,62,92,39,58,41,24,15,2,38,18,49,2.87,2.09,1.08,0.7,0.2,0.2,0.7,0.8,5,3,8,5,4,5,4,3,56.22,7.48,90.32,22.39,0,64.17,100,80.97,100,80.336265,56.620952,83.066373,35.678129,0,83.652939,73.32507,80.243902,60.019192,19.35,0,3.96,17.75,0,3.96,44.3,21.95,31.51
105,4,16,82,-37,37,41,23,14,3,22,67,86,0.84,0.5,0.03,0.27,0.7,0.8,0.6,0.7,8,2,2,9,3,2,4,2,100,90.56,100,22.41,0,29.26,100,100,100,69.494444,88.672222,74.348148,26.777778,0,39.287037,61.627778,74.307407,62.512963,47.41,6.3,7.78,14.44,0,0,59.81,40.37,36.85
106,3,17,39,38,59,44,11,81,30,107,80,106,2.88,0.23,2.36,2.52,0.1,0.6,0.5,0.8,9,7,6,9,3,4,4,5,70.63,67.48,91.26,0,0,26.92,100,100,100,94.237762,94.398601,93.70979,2.982517,0,49.821678,69.660839,72.391608,63.094406,0.7,0,0,0,0,0,54.55,48.6,49.3
107,8,62,92,42,60,41,31,7,2,38,18,49,2.87,2.09,1.08,2.44,0.2,0.2,0.7,0.8,8,3,8,5,4,5,4,3,34.63,0,78.93,20.83,0,64.53,100,78.61,100,65.564974,30.357057,83.539384,34.753299,0,83.437425,73.133946,80.393443,59.386246,16.35,0,5.92,16.03,0,5.92,44.78,21.95,34.99
108,6,33,31,-23,36,86,12,70,83,112,145,108,1.95,0.26,0.06,1.22,0.1,0.1,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3,17,39,38,59,44,11,81,30,107,80,106,2.88,0.23,2.36,2.43,0.1,0.6,0.5,0.8,9,7,6,9,3,4,4,5,72.38,70.98,91.96,0,0,26.57,100,100,100,94.192308,94.465035,93.503497,2.846154,0,49.867133,69.534965,72.286713,63.185315,0.7,0,0,0,0,0,54.55,48.6,49.3
110,4,17,82,-41,37,41,23,80,30,107,67,106,0.76,0.5,0.08,0.27,0.7,0.8,0.6,0.8,8,7,2,9,3,2,4,5,100,100,100,24.75,0,27.78,100,100,100,44.060606,58.175084,47.989899,29.186869,0,36.617845,58.685185,74.555556,65.786195,80.47,51.52,51.35,13.3,0,0,57.91,29.46,13.13
111,3,17,39,38,59,44,11,81,30,107,80,106,2.88,0.23,2.36,2.43,0.1,0.6,0.5,0.8,9,7,6,9,3,4,4,5,72.38,70.98,91.96,0,0,26.57,100,100,100,94.192308,94.465035,93.503497,2.846154,0,49.867133,69.576923,72.286713,63.185315,0.7,0,0,0,0,0,54.55,48.6,49.3
112,6,33,31,-23,36,86,12,70,83,112,145,108,1.95,0.26,0.06,1.22,0.1,0.1,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3,17,39,38,59,44,11,74,3,116,80,106,2.88,0.23,2.36,2.43,0.2,0.6,0.5,0.8,9,7,6,10,3,4,2,1,77.27,67.48,91.61,1.4,0,27.62,100,100,100,94.160839,94.311189,93.468531,10.65035,0,51.713287,68.842657,72.43007,62.986014,0.7,0,0,0,0,0,55.24,48.6,49.3
114,8,62,92,39,58,41,24,15,2,38,18,49,2.87,2.09,1.08,0.7,0.2,0.2,0.7,0.8,5,3,8,5,4,5,4,3,56.22,7.48,90.68,22.43,0,64.17,100,81.05,100,80.336265,56.557377,83.094762,35.668932,0,83.652939,73.366653,80.243103,60.019992,19.35,0,3.96,17.75,0,3.96,44.3,21.95,31.51
115,7,60,92,42,60,41,33,14,2,38,18,80,2.55,1.88,0.1,2.44,0.7,0.6,0.7,0.8,8,2,1,9,4,5,4,2,96.8,51.11,99.67,48.85,0,62.7,100,70.94,100,75.465164,80.738115,81.802049,55.593852,0,85.304098,61.739344,79.206148,65.458607,29.88,0,3.2,28.11,0,3.2,49.88,22.17,32.62
116,8,18,25,-34,41,86,12,9,80,81,57,77,0.89,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,3,8,1,2,3,1,39.06,4.69,100,0,0,100,97.4,89.58,100,82.208333,45.130208,75.348958,0,0,85.677083,90.286458,91.203125,53.848958,20.83,4.69,6.77,0,0,0,20.31,14.58,28.13
117,8,62,92,42,60,41,31,7,2,38,18,49,2.87,2.09,1.08,2.44,0.2,0.2,0.7,0.8,8,3,8,5,4,5,4,3,34.63,0,78.17,20.83,0,64.53,100,78.49,100,65.564974,30.415434,83.54978,34.7501,0,83.439824,73.153938,80.389844,59.386246,16.35,0,5.92,16.03,0,5.92,44.78,21.95,34.99
118,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.54,100,100,100,72.106481,90.929293,75.566358,42.62037,0,69.197531,20.007716,34.091049,21.452862,51.08,0,5.56,23.46,0,3.24,100,84.1,83
120,3,18,82,-37,55,41,21,72,2,26,81,109,0.84,0.52,0.03,2.49,0.8,0.8,0.6,0.8,8,3,3,4,3,2,2,1,98.92,94.61,98.77,20.68,0,20.68,100,100,100,85.03858,94.537037,89.535494,25.075617,0,29.28858,70.992284,82.03858,74.459596,18.98,0.67,0.15,10.19,0,0,40.59,24.54,27.95
121,9,17,39,38,42,44,11,8,3,113,67,79,2.88,0.25,2.36,0.24,0.2,0.6,0.5,0.7,9,7,6,10,3,4,2,1,99.65,91.61,100,8.39,0,99.3,100,100,100,81.111888,89.286713,63,32.321678,0,91.356643,31.101399,39.367133,21.702797,48.95,7.34,4.9,6.29,0,0.35,98.6,96.85,99.3
122,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.54,100,100,100,72.106481,90.930976,75.566358,42.603395,0,69.225309,20.101852,34.109568,21.452862,51.08,0,5.56,23.46,0,3.24,100,84.1,83
124,7,60,92,42,60,41,33,14,2,38,18,80,2.55,1.88,0.1,2.43,0.7,0.6,0.7,0.8,8,2,1,9,4,4,4,2,96.93,50.86,99.88,48.89,0,62.62,100,70.9,100,75.560246,80.828279,81.842623,55.789754,0,85.302869,61.909016,79.222131,65.318033,29.88,0,3.2,28.11,0,3.2,49.88,22.17,32.62
125,3,14,92,39,58,41,24,64,28,42,18,106,2.87,0.63,1.08,0.7,0.7,0.2,0.7,0.8,5,3,8,5,4,5,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
126,8,34,89,-20,91,46,12,70,80,80,145,77,2.86,2.37,1.08,1.18,0,0.2,0.6,0.3,5,9,9,8,1,5,3,1,46.3,44.68,87.75,0,0,43.84,73.57,52.08,92.91,82.468413,81.456857,82.247304,0,0,64.284284,89.12943,88.275039,85.396764,24.35,20.18,19.41,0,0,0,20.8,7.16,2.23
127,5,62,28,38,58,81,31,7,2,38,18,49,1.95,2.09,0.5,2.44,0.2,0.2,0.7,0.8,8,3,8,5,4,2,4,3,71.41,0,100,52.57,0,100,95.8,50.95,100,83.272358,18.856369,71.777778,78.314363,0,73.638211,72.728997,67.773713,50.004065,33.33,0,5.15,32.93,0,5.15,56.23,28.73,34.82
128,3,17,39,38,59,44,11,74,3,116,80,106,2.88,0.23,2.36,2.43,0.2,0.6,0.5,0.8,9,7,6,10,3,4,2,1,77.27,67.48,91.61,1.4,0,27.62,100,100,100,94.160839,94.311189,93.468531,10.65035,0,51.713287,68.842657,72.43007,62.986014,0.7,0,0,0,0,0,55.24,48.6,49.3
129,4,17,82,-41,37,41,23,80,30,107,67,106,0.76,0.5,0.08,0.27,0.7,0.8,0.6,0.8,8,7,2,9,3,2,4,5,100,100,100,24.75,0,27.78,100,100,100,44.060606,58.175084,47.989899,29.186869,0,36.641414,58.685185,74.555556,65.8367,80.47,51.52,51.35,13.3,0,0,57.91,29.46,13.13
130,3,61,84,-36,55,41,28,72,2,37,81,109,1.16,0.69,0.5,2.49,0.8,0.8,0.6,0.8,8,3,8,4,2,2,2,3,42.27,22.59,45.86,14.91,0,22.95,49.95,29.5,52.32,61.629091,39.688636,65.118636,25.286607,0,34.224091,65.48,44.896818,67.077232,9.73,0.27,0.05,4.82,0,0,16.77,6.95,3.75
131,4,17,82,-41,37,41,23,80,30,107,67,106,0.76,0.5,0.08,0.27,0.7,0.8,0.6,0.8,8,7,2,9,3,2,4,5,100,100,100,24.75,0,27.78,100,100,100,44.060606,58.164983,47.962963,29.188552,0,36.617845,58.59596,74.585859,65.786195,80.47,51.52,51.35,13.3,0,0,57.91,29.46,13.13
132,3,17,39,38,59,44,11,74,3,116,80,106,2.88,0.23,2.36,2.43,0.2,0.6,0.5,0.8,9,7,6,10,3,4,2,1,77.27,67.48,91.61,1.4,0,27.62,100,100,100,94.160839,94.311189,93.468531,10.65035,0,51.713287,68.842657,72.43007,62.986014,0.7,0,0,0,0,0,55.24,48.6,49.3
133,5,19,26,37,58,83,24,7,2,26,18,49,1.95,1.92,0.05,2.44,0.2,0.2,0.7,0.8,8,3,3,5,4,2,4,1,91.18,0,100,47.55,0,100,100,100,100,85.161765,55.544118,77.191176,76.039216,0,81.965686,33.872549,53.009804,22.176471,36.27,0,0,31.37,0,1.47,99.51,97.06,97.06
134,9,17,39,38,39,44,11,8,3,113,67,79,2.88,0.25,2.36,0.24,0.2,0.6,0.5,0.7,9,7,6,10,3,4,2,1,99.65,92.31,100,8.39,0,99.3,100,100,100,81.104895,89.321678,62.947552,32.276224,0,91.384615,31.031469,39.339161,21.681818,48.95,7.34,4.9,6.29,0,0.35,98.6,96.85,99.3
135,3,57,39,38,58,82,11,79,2,116,80,106,2.88,0.22,2.36,2.43,0.2,0.6,0.5,0.8,9,7,8,10,3,4,2,1,19.24,16.76,53.37,0,0,33.89,44.21,39.07,69.64,44.48973,36.001081,85.096842,5.05668,0,71.145263,58.078947,48.360324,79.843117,0.32,0,0,0,0,0,18.84,18.42,17.51
136,7,60,92,42,60,41,33,14,2,38,18,80,2.55,1.88,0.1,2.43,0.7,0.6,0.7,0.8,8,2,1,9,4,4,4,2,96.93,50.86,99.8,48.89,0,62.7,100,71.07,100,75.560246,80.832787,81.843033,55.804918,0,85.304098,61.89918,79.195492,65.284426,29.88,0,3.2,28.11,0,3.2,49.88,22.17,32.62
137,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,79.12,98.61,37.96,0,49.69,100,100,100,72.106481,90.929293,75.566358,42.608025,0,69.166667,20.101852,34.126543,21.454545,51.08,0,5.56,23.46,0,3.24,100,84.1,83
138,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,7,60,92,42,60,41,33,14,2,38,18,80,2.55,1.88,0.1,2.51,0.7,0.6,0.7,0.8,8,2,1,9,4,4,4,2,96.64,50.86,99.75,48.93,0,62.87,100,71.27,100,75.633607,80.513115,82.018852,55.659016,0,85.286475,61.871311,79.238115,65.495492,29.39,0,3.2,28.11,0,3.2,49.88,22.17,32.62
140,3,61,84,-36,55,41,28,72,2,37,81,109,1.16,0.69,0.5,2.49,0.8,0.8,0.6,0.8,8,3,8,4,2,2,2,3,42.27,22.59,45.68,14.91,0,22.95,50,29.64,52.5,61.63,39.679545,65.034545,25.282589,0,34.320455,65.603636,44.966818,67.034821,9.73,0.27,0.05,4.82,0,0,16.77,6.95,3.75
141,5,33,25,-23,90,86,12,70,80,80,145,77,1.95,2.37,0.5,1.18,0,0.2,0.6,0.3,5,9,9,8,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
142,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.69,100,100,100,72.106481,90.936027,75.566358,42.621914,0,69.166667,20.103395,34.148148,21.444444,51.08,0,5.56,23.46,0,3.24,100,84.1,83
143,5,19,26,37,58,83,24,7,2,26,18,49,1.95,1.92,0.05,2.44,0.2,0.2,0.7,0.8,8,3,3,4,4,2,4,1,92.16,0,100,48.04,0,100,100,100,100,85.284314,55.490196,76.980392,75.838235,0,81.990196,29.519608,45.735294,19.269608,36.27,0,0,31.37,0,1.47,99.51,100,100
144,3,17,80,-41,37,41,21,73,6,107,67,102,0.76,0.5,0.14,2.46,0.7,0.8,0.7,0.8,8,7,2,9,3,5,4,5,100,96.57,99.83,20.07,0,24.53,100,100,100,85.691252,94.475129,85.732419,25.068611,0,30.245283,73.102916,83.607204,75.511149,23.67,0,1.72,9.78,0,0,39.62,18.35,6
145,8,60,94,42,60,41,35,21,26,38,18,83,2.55,1.88,0.1,0.34,0.7,0.6,0.6,0.8,8,2,1,9,4,1,4,2,100,66.38,100,54.8,0,61.29,100,85.08,100,62.082661,77.377171,73.197581,62.567742,0,83.094355,55.797581,78.896774,65.037097,41.09,5.09,3.83,31.73,0,2.18,56.9,26.77,36.81
146,4,17,82,-41,37,41,23,80,30,107,67,106,0.76,0.5,0.08,0.27,0.7,0.8,0.6,0.8,8,7,2,9,3,2,4,5,100,100,100,24.75,0,27.78,100,100,100,44.060606,58.164983,47.989899,29.195286,0,36.648148,58.685185,74.555556,65.8367,80.47,51.52,51.35,13.3,0,0,57.91,29.46,13.13
147,7,60,92,42,60,41,33,14,2,38,18,80,2.55,1.88,0.1,2.51,0.7,0.6,0.7,0.8,8,2,1,9,4,4,4,2,96.64,50.74,99.63,48.93,0,62.79,100,71.31,100,75.633607,80.50123,82.020902,55.659836,0,85.30082,61.871311,79.225,65.558607,29.39,0,3.2,28.11,0,3.2,49.88,22.17,32.62
148,3,17,39,38,59,44,11,74,3,116,80,106,2.88,0.23,2.36,2.43,0.2,0.6,0.5,0.8,9,7,6,10,3,4,2,1,77.27,67.48,91.61,1.4,0,27.62,100,100,100,94.160839,94.311189,93.468531,10.65035,0,51.713287,68.842657,72.43007,62.986014,0.7,0,0,0,0,0,55.24,48.6,49.3
149,3,57,39,38,58,82,11,79,2,116,80,106,2.88,0.22,2.36,2.43,0.2,0.6,0.5,0.8,9,7,8,10,3,4,2,1,19.24,16.76,53.47,0,0,33.89,44.21,38.87,69.53,44.48973,36.00973,85.098947,5.024291,0,71.167368,58.087368,48.321862,79.861336,0.32,0,0,0,0,0,18.84,18.42,17.51
150,3,57,39,38,58,82,11,79,2,116,80,106,2.88,0.29,2.36,2.43,0.2,0.6,0.5,0.8,9,7,8,10,3,4,2,1,18.81,16.76,53.89,0,0,33.68,44,39.37,70.85,44.583784,36.094054,85.196842,5.086032,0,71.32,58.151579,48.635628,79.874494,0.32,0,0,0,0,0,18.84,18.32,17.51
151,4,17,82,-41,37,41,23,80,30,107,67,106,0.76,0.5,0.08,0.27,0.7,0.8,0.6,0.8,8,7,2,9,3,2,4,5,100,100,100,24.75,0,27.78,100,100,100,44.060606,58.176768,47.989899,29.186869,0,36.62963,58.686869,74.555556,65.786195,80.47,51.52,51.35,13.3,0,0,57.91,29.46,13.13
152,3,57,39,38,58,82,11,79,2,116,80,106,2.88,0.22,2.36,2.43,0.2,0.6,0.5,0.8,9,7,8,10,3,4,2,1,19.24,16.76,53.47,0,0,33.89,44.21,38.97,69.74,44.48973,36.001081,85.098947,5.031377,0,71.145263,58.075789,48.367409,79.827935,0.32,0,0,0,0,0,18.84,18.42,17.51
153,8,60,94,42,60,41,35,21,26,38,18,83,2.55,1.88,0.1,0.34,0.7,0.6,0.6,0.8,8,2,1,9,4,1,4,2,100,66.42,100,54.8,0,61.29,100,85.2,100,62.082661,77.383375,73.185484,62.567742,0,83.094355,55.797177,78.9,65.041129,41.09,5.09,3.83,31.73,0,2.18,56.9,26.77,36.81
154,5,19,26,37,58,83,24,7,2,26,18,49,1.95,1.92,0.05,2.44,0.2,0.2,0.7,0.8,8,3,3,4,4,2,4,1,92.16,0,100,48.04,0,100,100,100,100,85.284314,55.490196,76.980392,75.838235,0,81.990196,29.519608,45.735294,19.269608,36.27,0,0,31.37,0,1.47,99.51,100,100
155,3,17,39,40,92,84,11,74,3,116,141,106,2.88,0.23,0.36,2.43,0,0.6,0.6,0.8,9,7,6,10,3,4,3,1,63.99,65.38,93.36,0,0,33.22,100,100,100,94.304196,94.587413,92.15035,0,0,58.125874,59.517483,62.43007,48.86014,0.35,0,0,0,0,0,62.94,65.03,59.79
156,5,33,25,-27,56,46,12,70,80,82,83,77,1.89,2.37,2.52,1.18,0.2,0.2,0.5,0.3,5,9,9,9,1,2,2,1,22.02,11.65,19.89,0,0,0,15.91,4.26,6.82,,,,,,,,,,,,,,,,,,
157,8,60,94,42,60,41,35,21,26,38,18,83,2.55,1.88,0.1,0.34,0.7,0.6,0.6,0.8,8,2,1,9,4,1,4,2,100,66.38,100,54.8,0,61.29,100,85.24,100,62.082661,77.384202,73.185484,62.570565,0,83.118952,55.829839,78.943952,65.071774,41.09,5.09,3.83,31.73,0,2.18,56.9,26.77,36.81
158,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.69,100,100,100,72.106481,90.93266,75.566358,42.62037,0,69.166667,20.007716,34.106481,21.444444,51.08,0,5.56,23.46,0,3.24,100,84.1,83
159,5,19,26,37,58,83,24,7,2,26,18,49,1.95,1.92,0.05,2.44,0.2,0.2,0.7,0.8,8,3,3,4,4,2,4,1,92.16,0,100,48.04,0,100,100,100,100,85.284314,55.490196,76.980392,75.838235,0,81.990196,29.519608,45.735294,19.269608,36.27,0,0,31.37,0,1.47,99.51,100,100
160,5,19,94,37,58,83,21,8,2,26,18,47,1.95,1.92,0.05,0.3,0.7,0.2,0.7,0.8,8,3,1,4,5,2,4,1,76.08,50.13,78.63,26.88,0,32.12,100,100,100,80.653226,83.071237,85.528226,28.885753,0,44.053763,28.915323,38.067204,29.290323,17.88,0,0,15.86,0,0.4,100,100,99.6
161,9,18,82,-37,38,41,21,4,2,22,67,83,0.84,0.54,0.03,0.27,0.8,0.8,0.6,0.7,8,3,3,4,3,2,2,1,97.38,78.96,98.61,37.96,0,49.69,100,100,100,72.106481,90.927609,75.566358,42.603395,0,69.240741,20.103395,34.109568,21.452862,51.08,0,5.56,23.46,0,3.24,100,84.1,83
162,8,60,94,42,60,41,35,21,26,38,18,83,2.55,1.88,0.1,0.34,0.7,0.6,0.6,0.8,8,2,1,9,4,1,4,2,100,66.38,100,54.8,0,61.29,100,85.12,100,62.082661,77.379653,73.197581,62.581048,0,83.097177,55.908065,78.922581,65.100403,41.09,5.09,3.83,31.73,0,2.18,56.9,26.77,36.81
163,3,57,39,44,58,82,21,80,2,115,78,106,2.88,0.27,2.36,2.43,0.2,0.8,0.5,0.8,9,7,8,10,3,4,4,1,26.95,22.57,60.22,1.11,0,33.5,45.95,40.89,71.76,56.137895,43.397773,86.884615,10.089069,0,71.521255,60.951417,48.534413,79.645749,0.32,0,0,0,0,0,20.04,20.04,18.02
164,5,17,26,39,58,82,24,7,32,26,18,48,1.95,1.92,0.05,2.44,0.7,0.8,0.7,0.8,8,2,2,4,4,2,4,1,100,100,100,100,0,100,100,100,100,42.550802,87.684492,53.13369,68.754011,0,82.716578,14.122995,40.518717,17.475936,63.64,0,2.14,55.08,0,2.14,100,100,100
165,4,20,82,-42,37,42,23,80,2,107,67,106,0.76,0.5,0.08,0.27,0.3,0.2,0.6,0.8,8,8,3,9,3,2,4,5,76.64,56.13,80.77,17.81,0,30.63,100,100,100,85.027066,84.732194,81.725071,25.219373,0,39.2849,70.890313,78.376068,67.873219,33.33,22.22,22.08,8.26,0,1.28,42.88,23.79,13.11
166,5,33,25,-27,56,46,12,70,80,82,83,77,1.89,2.37,2.52,1.18,0.2,0.2,0.5,0.3,5,9,9,9,1,2,2,1,54.17,17.33,100,1.7,0,100,62.22,17.61,100,84.651786,54.613636,78.0625,20.997159,0,90.713068,90.241477,59.826705,81.465909,22.02,11.65,19.89,0,0,0,15.91,4.26,6.82
167,8,60,94,42,60,41,35,21,26,38,18,83,2.55,1.88,0.1,0.34,0.7,0.6,0.6,0.8,8,2,1,9,4,1,4,2,100,66.42,100,54.8,0,61.21,100,85.32,100,62.082661,77.384202,73.185484,62.546774,0,83.117742,55.904839,78.922177,65.072177,41.09,5.09,3.83,31.73,0,2.18,56.9,26.77,36.81
