roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA1,sDA2,sDA3,sDA4,sDA5,sDA6,sDA7,sDA8,sDA9,UDI1,UDI2,UDI3,UDI4,UDI5,UDI6,UDI7,UDI8,UDI9,ASE1,ASE2,ASE3,ASE4,ASE5,ASE6,ASE7,ASE8,ASE9
827,4,16,29,-22,54,45,13,17,53,83,69,103,2.74,2.56,0.2,2.18,0.2,0.8,0.7,0.9,8,8,8,0,2,2,4,1,100,96.84,100,7.37,0,57.37,100,100,100,81.968421,93.784211,78.047368,27.947368,0,89.436842,70.121053,83.668421,61.478947,44.21,1.58,4.21,5.79,0,0,58.42,34.74,30.53
828,4,51,27,-22,62,43,19,76,55,87,95,101,0.6,2.56,2.67,2.17,0.2,0.8,0.6,0.9,8,8,7,1,2,2,4,1,50.84,41.18,100,1.73,0,100,55.88,41.25,100,79.430976,64.918004,66.673401,15.737024,0,82.566845,82.621107,66.146465,69.577441,13.64,11.41,11.62,0,0,0,16.78,10.44,11.45
829,4,17,27,-22,54,45,13,17,55,83,71,103,2.74,2.56,2.54,2.18,0.2,0.8,0.6,0.9,8,8,8,0,2,2,5,1,100,92.42,100,5.88,0,62.63,100,100,100,85.278075,93.141414,80.497326,29.823529,0,91.333333,76.486631,84.388889,65.347594,33.16,8.59,6.95,4.28,0,0,47.06,31.31,31.02
830,4,32,31,-22,56,43,19,76,73,87,71,103,0.91,2.24,0.33,2.17,0.2,0.8,0.7,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
831,4,17,27,-22,54,45,13,17,55,83,71,103,2.74,2.56,2.54,2.18,0.2,0.8,0.6,0.9,8,8,8,0,2,2,5,1,100,92.42,100,6.42,0,62.63,100,100,100,85.278075,93.141414,80.497326,30.010695,0,91.333333,76.486631,84.388889,65.347594,33.16,8.59,6.95,4.28,0,0,47.06,31.31,31.02
832,4,51,27,-22,62,43,19,76,55,87,95,101,0.6,2.56,2.67,2.17,0.2,0.8,0.6,0.9,8,8,7,1,2,2,4,1,50.84,41.18,100,1.73,0,100,55.88,41.25,100,79.430976,64.918004,66.673401,15.724913,0,82.566845,82.619377,66.146465,69.577441,13.64,11.41,11.62,0,0,0,16.78,10.44,11.45
833,4,14,27,-22,54,45,13,17,55,83,70,103,2.74,2.56,2.54,2.19,0.2,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,100,100,2.47,0,50,100,100,100,78.111111,92.882716,73.777778,17.919753,0,87.080247,70.777778,80.82716,59.074074,47.53,3.7,10.49,1.23,0,0,58.17,38.27,38.27
834,3,32,27,-14,61,44,21,77,74,83,95,101,2.65,2.5,0.35,2.15,0.3,0.5,0.6,0,9,8,8,1,2,1,5,1,71.43,29.89,90.48,20.37,0,48.94,39.15,0,54.5,85.60582,64.550265,90.727513,47.804233,0,89.285714,69.510582,0,90.94709,17.99,3.97,3.44,9.26,0,0,16.14,0,0
835,4,17,29,-22,62,45,13,17,53,83,94,103,2.74,2.56,0.2,2.18,0.2,0.8,0.6,0.9,8,8,8,0,2,2,4,1,100,89,100,13.4,0,56.46,100,100,100,83.110048,93.598086,82.588517,42.172249,0,90.301435,73.124402,84.679426,67.157895,43.54,8.61,4.31,9.57,0,0,57.42,31.58,27.75
836,3,38,31,-14,63,43,11,76,83,90,96,106,2.65,2.49,0.21,2.14,0.1,0.8,0.6,0.9,9,9,8,0,2,2,5,1,43.4,38.8,84.8,1.2,0,43.8,49.4,38.6,83,76.696,71.014,88.348,9.696,0,85.574,80.134,71.554,91.124,9.2,6,5.2,1,0,0,13.2,7.8,4.2
837,4,50,27,-22,55,43,12,77,55,87,67,101,0.6,2.56,0.35,2.17,0.3,0.8,0.7,0.9,8,8,8,1,2,2,4,1,69.53,42.26,100,7.49,0,100,73.62,42.26,100,82.249158,67.540404,60.322638,38.994652,0,76.433155,84.588235,68.488215,63.833333,23.91,11.95,12.48,1.07,0,0,27.27,10.44,11.45
838,4,32,31,-22,56,43,19,76,73,87,71,103,0.91,2.24,0.33,2.17,0.2,0.8,0.7,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
839,4,17,27,-22,54,45,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,77.27,100,15.51,0,62.12,100,100,100,84.213904,92.717172,82.973262,45.438503,0,91.30303,71.941176,84.373737,65.315508,43.32,8.08,5.35,11.23,0,0,58.82,31.31,31.02
840,4,13,27,-22,54,45,13,17,55,89,70,103,2.74,2.56,0.21,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,100,100,29.41,0,58.33,100,100,100,82.933824,93.604167,82.319444,58.441176,0,89.520833,66.161765,79.020833,60.051471,45.59,2.78,5.56,20.59,0,0,69.85,43.06,42.65
841,4,50,27,-22,55,43,12,77,55,87,67,101,0.69,2.56,0.35,2.17,0.2,0.8,0.7,0.9,8,8,8,1,2,2,4,1,60.27,41.41,100,1.78,0,100,63.46,41.92,100,80.739057,67.540404,61.115865,24.83779,0,77.233512,83.620321,68.728956,64.678451,21.04,11.95,11.94,0.18,0,0,22.64,10.44,10.94
842,4,17,27,-22,54,45,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,77.27,100,14.97,0,62.12,100,100,100,84.213904,92.717172,82.973262,45.326203,0,91.30303,71.941176,84.373737,65.315508,43.32,8.08,5.35,11.23,0,0,58.82,31.31,31.02
843,4,32,31,-22,56,43,19,76,73,87,71,103,0.91,2.24,0.33,2.17,0.2,0.8,0.7,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
844,4,51,27,-22,62,43,13,17,53,87,94,105,0.6,2.56,2.45,2.17,0.2,0.8,0.6,0.9,8,8,7,1,2,2,4,1,37.37,23.35,100,0,0,100,51.56,40.24,100,71.496633,43.030303,77.767677,6.759516,0,83.843137,80.102076,64.794613,71.572391,11.78,3.03,2.02,0,0,0,16.09,10.44,11.45
845,4,17,29,-22,62,45,20,76,55,83,95,101,2.74,2.56,0.44,2.17,0.2,0.8,0.6,0.9,8,8,8,0,2,2,4,1,100,100,100,24.88,0,60.77,100,100,100,70.449761,79.282297,59.205742,52.062201,0,90.291866,69.440191,83.473684,63.77512,48.33,35.89,30.62,14.83,0,0,59.81,31.58,27.75
846,4,18,27,-22,54,45,13,17,55,83,70,103,2.74,2.56,2.54,2.19,0.4,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,95.96,100,18.98,0,63.43,100,100,100,80.675926,92.853535,78.009259,53.194444,0,91.537037,73.025253,85.231481,66.722222,42.59,2.53,12.04,5.56,0,0,55.05,28.7,28.7
847,3,32,27,-14,61,44,21,77,74,83,95,101,2.65,2.5,0.35,2.15,0.3,0.5,0.5,0,9,8,8,1,2,1,5,1,70.9,30.16,87.04,20.9,0,38.1,35.45,0,46.56,85.608466,64.417989,91.240741,49.124339,0,84.214286,65.724868,0,88.436508,17.99,3.97,3.44,9.26,0,0,16.14,0,0
848,4,32,31,-22,56,43,19,76,73,87,71,103,0.91,2.24,0.33,2.17,0.2,0.8,0.7,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
849,4,14,27,-22,54,45,13,17,55,83,70,103,2.74,2.56,2.54,2.19,0.2,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,100,100,2.47,0,50,100,100,100,78.111111,92.882716,73.777778,17.919753,0,87.080247,70.777778,80.82716,59.074074,47.53,3.7,10.49,1.23,0,0,58.17,38.27,38.27
850,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
851,4,30,26,-14,61,44,21,76,74,83,95,101,2.65,2.5,0.35,2.15,0.3,0.8,0.5,0.9,9,8,8,1,2,2,5,1,100,75.59,100,46.76,0,79.12,100,80.29,100,77.926471,86.291176,76.744118,79.594118,0,93.326471,75.914706,87.258824,78.888235,39.12,17.06,19.41,22.06,0,0,52.65,22.06,19.71
852,4,18,27,-22,54,45,13,17,55,83,70,103,2.74,2.56,2.54,2.19,0.2,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,96.46,100,4.63,0,63.43,100,100,100,83.555556,92.858586,77.953704,28.717593,0,91.541667,77.651515,85.185185,66.518519,36.57,2.53,12.04,2.31,0,0,45.45,28.7,28.7
853,4,32,31,-22,56,43,19,76,73,87,71,103,0.91,2.24,0.33,2.17,0.2,0.8,0.6,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
854,4,17,27,-22,54,45,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,77.27,100,14.97,0,62.12,100,100,100,84.213904,92.717172,82.973262,45.326203,0,91.30303,71.973262,84.373737,65.315508,43.32,8.08,5.35,11.23,0,0,58.82,31.31,31.02
855,4,17,27,-20,54,45,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,78.79,100,16.16,0,62.63,100,100,100,84.060606,92.69697,83.09596,45.419192,0,91.338384,71.09596,84.616162,64.813131,42.42,4.55,5.05,11.62,0,0,59.6,31.31,29.29
856,4,14,27,-22,54,45,13,17,55,83,70,103,2.74,2.56,2.54,2.19,0.2,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,100,100,2.47,0,50,100,100,100,78.111111,92.882716,73.777778,17.919753,0,87.080247,70.777778,80.82716,59.074074,47.53,3.7,10.49,1.23,0,0,58.17,38.27,38.27
857,4,51,27,-22,62,43,13,17,53,87,94,105,0.6,2.56,2.45,2.17,0.2,0.8,0.6,0.9,8,8,7,1,2,2,4,1,37.37,23.35,100,0,0,100,51.21,40.24,100,71.496633,43.035651,77.767677,6.728374,0,83.843137,80.103806,64.794613,71.572391,11.78,3.03,2.02,0,0,0,16.09,10.44,11.45
858,4,50,27,-22,55,43,12,77,55,87,67,101,0.69,2.56,0.35,2.17,0.2,0.8,0.7,0.9,8,8,8,1,2,2,4,1,60.27,41.41,100,1.78,0,100,63.64,41.92,100,80.739057,67.540404,61.115865,24.836007,0,77.233512,83.709447,68.728956,64.678451,21.04,11.95,11.94,0.18,0,0,22.64,10.44,10.94
859,4,13,27,-22,54,45,13,17,55,89,70,103,2.74,2.56,0.21,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,100,100,30.88,0,58.33,100,100,100,82.933824,93.604167,82.319444,58.441176,0,89.520833,66.161765,79.020833,60.051471,45.59,2.78,5.56,20.59,0,0,69.85,43.06,42.65
860,4,51,27,-16,54,43,13,17,53,89,94,105,0.6,2.56,0.55,2.17,0.2,0.8,0.6,0.9,8,8,7,0,2,2,4,1,46.89,23.53,100,1.73,0,100,57.79,40.31,100,77.077855,43.415033,78.631313,20.152249,0,84.416667,81.423875,64.531142,72.181373,16.61,2.61,2.69,1.04,0,0,24.39,12.98,10.95
861,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.21,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,62.5,0,64.71,100,100,100,56.386555,74.97619,52.445378,76.830882,0,88.367647,51.907563,74.477941,49.336134,73.11,35.71,42.86,35.29,0,0,83.19,42.65,48.74
862,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
863,4,17,27,-20,54,34,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,76.77,100,15.15,0,61.11,100,100,100,84,92.636364,83.247475,45.085859,0,91.30303,72.777778,86.580808,68.89899,42.42,4.55,5.05,11.62,0,0,59.6,31.31,21.72
864,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
865,4,18,27,-22,54,45,13,17,55,83,70,103,2.59,2.56,2.54,2.19,0.3,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,96.46,100,11.11,0,62.96,100,100,100,82.074074,92.89899,77.476852,43.060185,0,91.282407,75.393939,85.222222,66.087963,40.74,2.53,12.04,4.63,0,0,48.48,28.7,28.7
866,4,31,26,-14,61,44,12,12,74,91,95,103,2.65,2.5,0.35,2.15,0.3,0.8,0.5,0.9,8,8,8,1,2,2,5,1,82.94,28.53,100,21.76,0,67.65,99.41,67.06,100,86.117647,65.879412,91.517647,55.958824,0,93.544118,80.214706,87.205882,80.726471,30.59,0.88,0,11.76,0,0,46.47,22.06,19.71
867,4,32,31,-22,56,43,19,76,71,83,71,103,0.91,2.19,0.33,2.17,0.1,0.8,0.6,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
868,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
869,4,32,31,-22,56,43,19,76,73,87,71,103,0.91,2.24,0.33,2.17,0.2,0.8,0.6,0.9,9,9,8,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
870,4,11,27,-22,48,45,22,82,56,83,70,101,2.74,2.59,0.32,2.18,0.4,0.7,0.6,0.9,9,8,9,0,2,3,4,1,100,100,100,59.66,0,58.73,100,100,100,54.655462,72.605042,53.563492,76.310924,0,87.650794,49.674603,72.428571,52.087302,73.11,43.7,45.24,35.29,0,0,85.71,49.21,49.21
871,4,17,27,-20,54,34,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,76.77,100,15.15,0,61.11,100,100,100,84,92.636364,83.247475,45.085859,0,91.30303,72.777778,86.580808,68.89899,42.42,4.55,5.05,11.62,0,0,59.6,31.31,21.72
872,4,31,32,-14,61,44,12,12,76,91,95,103,0.74,2.61,0.36,2.15,0.1,0.8,0.6,0.9,8,8,8,9,2,2,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
873,4,33,31,-22,56,43,19,76,69,82,71,103,0.91,2.16,0.21,2.17,0.1,0.8,0.7,0.8,9,9,7,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
874,4,31,26,-14,61,44,12,12,74,91,95,103,2.62,2.5,0.35,2.15,0.3,0.8,0.5,0.9,8,8,8,1,2,2,5,1,82.35,28.53,99.71,22.65,0,67.06,99.12,66.18,100,86.102941,65.85,91.461765,56.182353,0,93.452941,80.191176,87.291176,80.664706,30.59,0.88,0,11.76,0,0,46.47,22.06,19.71
875,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
876,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
877,3,32,31,-22,56,43,19,77,73,87,71,96,0.91,2.24,0.33,2.17,0.2,0.5,0.7,0,9,9,8,10,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
878,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.21,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,62.5,0,64.71,100,100,100,56.386555,74.97619,52.445378,76.830882,0,88.367647,51.907563,74.477941,49.336134,73.11,35.71,42.86,35.29,0,0,83.19,42.65,48.74
879,4,18,27,-22,54,45,13,17,55,83,70,103,2.59,2.56,2.54,2.19,0.3,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,96.46,100,11.11,0,62.96,100,100,100,82.074074,92.89899,77.476852,43.074074,0,91.282407,75.393939,85.222222,66.087963,40.74,2.53,12.04,4.63,0,0,48.48,28.7,28.7
880,4,32,31,-22,56,44,19,76,73,87,69,94,0.91,2.24,0.2,2.17,0.2,0.5,0.7,0,8,8,8,1,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
881,3,17,27,-20,54,32,13,18,55,83,71,105,2.74,2.56,0.33,2.18,0.2,0.7,0.6,0.9,8,9,8,9,2,2,4,1,93.94,48.48,100,12.63,0,40.91,100,95.45,100,89.070707,89.191919,92.232323,35.636364,0,81.868687,85.378788,93.484848,89,20.71,2.02,0,10.61,0,0,35.35,6.57,0
882,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.21,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,62.5,0,64.71,100,100,100,56.386555,74.97619,52.445378,76.830882,0,88.367647,51.907563,74.477941,49.336134,73.11,35.71,42.86,35.29,0,0,83.19,42.65,48.74
883,4,18,27,-22,54,45,13,17,55,83,70,103,2.59,2.56,2.54,2.19,0.3,0.9,0.6,0.9,8,8,8,1,2,1,5,1,100,96.46,100,11.11,0,62.96,100,100,100,82.074074,92.89899,77.476852,43.074074,0,91.282407,75.393939,85.222222,66.087963,40.74,2.53,12.04,4.63,0,0,48.48,28.7,28.7
884,4,14,27,-14,61,45,12,85,74,82,71,103,2.75,2.5,0.12,2.15,0.3,0.8,0.5,0.9,7,8,8,1,2,3,5,1,100,100,100,17.9,0,43.83,100,100,100,58.864198,76.012346,55.771605,41.265432,0,83.055556,56.111111,76.691358,57.333333,64.81,37.04,43.21,14.2,0,0,83.95,49.38,43.83
885,4,30,26,-22,54,44,22,10,55,90,95,101,2.5,2.56,0.44,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,2,4,1,95.88,21.36,100,52.94,0,97.06,100,73.07,100,84.067647,58.749226,86.467492,82.117647,0,91.282353,74.52322,88.811146,73.720588,38.82,1.24,0,26.63,0,0,55.11,17.96,17.06
886,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.21,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,62.5,0,64.71,100,100,100,56.386555,74.97619,52.445378,76.830882,0,88.367647,51.907563,74.477941,49.336134,73.11,35.71,42.86,35.29,0,0,83.19,42.65,48.74
887,4,33,31,-22,56,43,19,76,69,82,71,103,0.91,2.16,0.21,2.17,0.1,0.8,0.7,0.8,9,9,7,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
888,4,17,27,-20,54,34,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,76.77,100,15.15,0,61.11,100,100,100,84,92.636364,83.247475,45.085859,0,91.30303,72.777778,86.580808,68.89899,42.42,4.55,5.05,11.62,0,0,59.6,31.31,21.72
889,4,33,31,-22,56,43,19,76,69,82,71,103,0.91,2.16,0.21,2.17,0.1,0.8,0.7,0.8,9,9,7,10,2,2,4,1,91.43,73.1,100,3.18,0,99.32,90.45,61.59,100,84.119048,85.483333,61.897619,16.770455,0,82.745455,86.718182,87.488636,66.870455,0,,,,,,,,
890,4,30,26,-22,54,44,22,10,55,90,95,108,2.5,2.56,0.44,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,2,4,1,95.59,21.05,100,53.25,0,99.41,100,72.76,100,84.035294,58.541796,86.464396,81.95356,0,91.335294,74.693498,88.823529,73.626471,38.82,1.24,0,26.63,0,0,55.11,17.96,17.06
891,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.28,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,61.76,0,65.44,100,100,100,57.058824,74.888889,52.344538,77.227941,0,88.308824,52.252101,74.639706,49.504202,71.43,35.71,42.86,33.82,0,0,81.51,42.65,48.74
892,4,33,31,-22,56,43,19,76,69,82,71,103,0.91,2.16,0.21,2.17,0.1,0.8,0.7,0.8,9,9,7,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
893,4,18,32,-22,54,44,19,76,52,87,69,94,0.91,2.22,0.32,2.26,0.3,0.5,0.7,0,8,8,8,1,2,2,4,1,100,97.84,100,34.92,0,73.81,40.69,0,78.17,81.52381,90.060606,65.571429,57.928571,0,82.448413,64.519481,0,81.801587,40.48,12.99,15.58,19.05,0,0,24.24,0,0
894,4,30,27,-22,54,45,13,17,51,83,70,103,2.59,2.56,2.54,2.19,0.3,0.9,0.7,0.9,8,8,8,1,2,1,5,1,85.45,45.82,100,4.17,0,95.59,99.44,74.72,100,86.343653,81.739938,81.573099,38.027778,0,91.476471,84.344444,88.788889,73.85,24.15,1.86,4.68,0.83,0,0,31.11,17.22,17.22
895,3,17,27,-20,54,32,13,17,55,83,71,105,2.74,2.56,0.32,2.18,0.2,0.7,0.6,0.9,8,9,8,9,2,2,4,1,91.92,44.44,99.49,12.63,0,41.41,100,95.96,100,89.136364,88.424242,92.39899,36.39899,0,81.590909,85.494949,93.535354,89.045455,20.71,1.52,0,10.61,0,0,35.35,6.57,0
896,4,17,27,-20,54,34,13,18,55,83,69,103,2.74,2.56,0.21,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,83.33,100,15.15,0,62.63,100,100,100,83.838384,92.520202,82.722222,45.050505,0,91.30303,72.959596,86.59596,68.671717,42.42,6.06,5.56,11.62,0,0,59.6,31.31,21.72
897,4,17,27,-20,54,34,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,76.77,100,15.15,0,61.11,100,100,100,84,92.636364,83.247475,45.075758,0,91.30303,72.777778,86.580808,68.89899,42.42,4.55,5.05,11.62,0,0,59.6,31.31,21.72
898,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.21,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,62.5,0,64.71,100,100,100,56.386555,74.97619,52.445378,76.830882,0,88.367647,51.907563,74.477941,49.336134,73.11,35.71,42.86,35.29,0,0,83.19,42.65,48.74
899,3,17,27,-20,54,32,13,18,55,83,71,105,2.74,2.56,0.33,2.18,0.2,0.7,0.6,0.9,8,9,8,9,2,2,4,1,93.94,48.48,100,13.13,0,40.91,100,95.45,100,89.070707,89.191919,92.232323,35.676768,0,81.868687,85.378788,93.484848,89,20.71,2.02,0,10.61,0,0,35.35,6.57,0
900,4,12,27,-22,54,44,22,71,55,83,67,108,2.74,2.56,0.21,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,61.76,0,64.71,100,100,100,57.689076,76.595238,53.638655,76.514706,0,88.375,52.596639,74.808824,50.07563,72.27,34.92,38.66,35.29,0,0,83.19,42.65,47.06
901,4,17,27,-20,54,34,13,17,55,83,69,103,2.74,2.56,0.2,2.18,0.2,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,76.77,100,15.15,0,61.11,100,100,100,84,92.636364,83.247475,45.085859,0,91.30303,72.777778,86.580808,68.89899,42.42,4.55,5.05,11.62,0,0,59.6,31.31,21.72
902,3,17,27,-20,54,32,13,18,55,83,71,105,2.74,2.56,0.33,2.18,0.2,0.7,0.6,0.9,8,9,8,9,2,2,4,1,93.94,48.48,100,13.13,0,40.91,100,95.45,100,89.070707,89.191919,92.232323,35.676768,0,81.868687,85.378788,93.484848,89,20.71,2.02,0,10.61,0,0,35.35,6.57,0
903,4,12,27,-20,54,34,22,17,55,83,69,103,2.74,2.65,0.2,2.18,0.4,0.7,0.6,0.9,8,8,8,0,2,2,4,1,100,100,100,61.81,0,56.94,100,100,100,71.479167,93.111111,80.8125,76.194444,0,88.569444,57.215278,80.430556,62.451389,61.11,6.25,6.94,34.72,0,0,84.03,43.06,29.86
904,4,16,27,-22,54,45,13,82,55,82,70,101,2.74,2.56,0.21,2.18,0.3,0.7,0.7,0.9,9,8,8,0,2,2,4,1,100,100,100,16.47,0,66.47,100,100,100,67.255556,82.344444,57.105882,42.594118,0,90.705882,62.217647,82.511111,56.722222,54.44,28.33,30.59,12.35,0,0,67.06,34.44,34.44
905,3,17,27,-20,54,32,13,17,55,83,71,105,2.74,2.56,0.32,2.18,0.2,0.7,0.6,0.9,8,9,8,9,2,2,4,1,91.92,44.44,99.49,12.63,0,41.41,100,95.96,100,89.136364,88.424242,92.39899,36.388889,0,81.590909,85.510101,93.535354,89.045455,20.71,1.52,0,10.61,0,0,35.35,6.57,0
906,4,18,32,-22,54,44,19,76,52,87,69,94,0.91,2.22,0.32,2.26,0.3,0.5,0.7,0,8,8,8,1,2,2,4,1,100,97.84,100,34.92,0,73.81,40.69,0,78.17,81.52381,90.060606,65.571429,57.928571,0,82.448413,64.519481,0,81.801587,40.48,12.99,15.58,19.05,0,0,24.24,0,0
907,4,30,26,-22,54,44,22,10,55,90,95,108,2.5,2.56,0.44,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,2,4,1,95.59,21.05,100,53.25,0,99.41,100,72.76,100,84.035294,58.541796,86.464396,81.95356,0,91.335294,74.693498,88.823529,73.626471,38.82,1.24,0,26.63,0,0,55.11,17.96,17.06
908,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.28,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,61.76,0,65.44,100,100,100,57.058824,74.888889,52.344538,77.227941,0,88.308824,52.252101,74.639706,49.504202,71.43,35.71,42.86,33.82,0,0,81.51,42.65,48.74
909,4,33,31,-22,56,43,19,76,69,82,71,103,0.91,2.16,0.21,2.17,0.1,0.8,0.7,0.8,9,9,7,10,2,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
910,4,33,31,-22,56,43,19,76,69,82,71,103,0.91,2.16,0.21,2.17,0.1,0.8,0.7,0.8,9,9,7,10,2,2,4,1,23.57,18.1,14.76,3.41,0,0,27.5,14.09,11.59,,,,,,,,,,,,,,,,,,
911,4,12,27,-22,54,45,22,82,55,82,70,101,2.74,2.56,0.28,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,3,4,1,100,100,100,61.76,0,65.44,100,100,100,57.058824,74.888889,52.344538,77.227941,0,88.308824,52.252101,74.639706,49.504202,0,,,,,,,,
912,4,30,26,-22,54,44,22,10,55,90,95,108,2.5,2.56,0.44,2.18,0.4,0.7,0.7,0.9,9,8,8,0,2,2,4,1,95.59,21.05,100,53.25,0,99.41,100,72.76,100,84.035294,58.541796,86.464396,81.95356,0,91.341176,74.693498,88.823529,73.626471,38.82,1.24,0,26.63,0,0,55.11,17.96,17.06
913,4,18,32,-22,54,44,19,76,52,87,69,94,0.91,2.22,0.32,2.26,0.3,0.5,0.7,0,8,8,8,1,2,2,4,1,100,97.84,100,34.92,0,73.81,40.69,0,78.17,81.52381,90.060606,65.571429,57.928571,0,82.448413,64.519481,0,81.801587,40.48,12.99,15.58,19.05,0,0,24.24,0,0
