roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA1,sDA2,sDA3,sDA4,sDA5,sDA6,sDA7,sDA8,sDA9,UDI1,UDI2,UDI3,UDI4,UDI5,UDI6,UDI7,UDI8,UDI9,ASE1,ASE2,ASE3,ASE4,ASE5,ASE6,ASE7,ASE8,ASE9
377,9,61,71,-16.1,17,20,5,12,323,179,372,341,0.54,2.23,1.67,1.62,0.4,0.3,0.6,0.3,9,0,4,3,3,0,1,3,14.15,6.65,64.79,0,0,27.66,27.71,4.36,88.99,47.475532,16.047872,80.520745,12.563298,0,51.779255,77.658511,33.487766,78.322872,0,0.21,28.14,0,0,10.53,0.11,0.27,39.31
378,9,26,90,-20.3,31,20,10,39,335,160,386,395,0.44,2.23,1.64,1.61,0.8,0.3,0.7,0.3,3,0,4,2,2,4,1,3,86.18,71.86,93.73,17.55,0,47.66,78.46,19.41,94.62,93.442157,87.552941,69.065686,39.452941,0,51.668993,91.80658,78.329412,69.391825,0.88,7.06,52.06,0,0,23.33,0,0,45.96
379,9,26,90,-20.3,31,20,10,39,335,160,386,395,0.44,2.23,1.64,1.61,0.8,0.3,0.7,0.3,3,0,4,2,2,4,1,3,86.18,72.16,93.73,17.55,0,47.66,78.46,19.41,94.62,93.442157,87.54902,69.065686,39.45,0,51.668993,91.80658,78.329412,69.391825,0.88,7.06,52.06,0,0,23.33,0,0,45.96
380,9,11,70,-16.1,16,37,12,27,340,181,377,341,0.44,2.23,1.72,1.6,0.7,0.2,0.7,0.3,3,0,4,3,3,4,1,3,68.01,48.45,85.71,19.25,0,39.44,87.58,70.81,96.58,92.248447,81.248447,71.636646,39.381988,0,37.819876,92.114907,88.468944,61.583851,0,7.76,43.17,0,0,26.09,0.62,27.02,72.98
381,9,83,89,-20.3,19,20,12,12,307,179,123,341,0.34,1.86,1.67,1.62,0.7,0.3,0.7,0.3,9,0,4,2,3,0,4,3,26.84,4.04,59.6,10.23,0,25.7,41.05,2.25,79.01,63.935901,12.159014,84.879507,41.081048,0,52.499846,81.755932,21.983975,82.635747,0,0.03,18.21,0,0,5.36,0.09,0,32.23
382,9,11,70,-16.1,16,19,12,13,337,181,377,341,0.55,2.37,1.72,1.62,0.7,0.2,0.7,0.3,3,0,4,3,3,4,5,3,39.44,0,80.75,16.46,0,40.68,73.6,37.58,89.44,81.478261,52.599379,74.319876,34.60559,0,42.857143,91.708075,75.857143,70.549689,0,0,39.75,0,0,25.47,0,0.31,54.66
383,9,83,89,-21,19,38,4,27,307,179,124,341,0.54,1.85,1.67,1.6,0.7,0.3,0.7,0.3,9,0,4,2,3,5,5,4,16.21,0.03,76.67,0,0,28.04,33.16,13.84,85.86,71.109707,37.551926,88.673035,25.869029,0,55.48074,77.955932,39.959938,82.542681,0,0,15.84,0,0,4.44,0.12,0.62,37.5
384,9,25,70,-16.1,16,38,10,39,340,181,377,341,0.44,2.37,1.72,1.82,0.7,0.2,0.7,0.3,3,0,4,3,2,4,5,3,84.92,58.15,91.98,23.91,0,46.88,91.85,79.76,95.92,92.836957,83.001359,75.138587,54.349185,0,62.673913,91.838315,87.334239,67.523098,2.17,6.66,47.55,0,0,20.79,4.48,10.46,69.43
385,9,15,70,-14.7,19,20,4,27,340,181,376,341,0.45,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,3,3,3,0,1,3,58.7,35.51,90.87,0,0,43.04,77.17,49.28,92.39,89.309179,73.81401,68.134783,22.222222,0,43.83913,92.83913,79.859903,66.421739,2.9,10.87,44.78,0,0,25,0.22,1.45,61.09
386,9,25,90,-20.3,31,20,10,39,336,179,386,344,0.44,2.23,1.64,1.61,0.8,0.3,0.7,0.3,9,0,4,2,2,4,1,3,85,71.25,93.64,16.53,0,47.6,77.86,19.69,94.06,92.936458,87.03125,69.313559,35.245763,0,50.798958,90.974576,78.282292,69.228125,0,2.19,49.05,0,0,23.54,0.32,0,46.98
387,9,13,70,-16.1,19,20,12,13,308,179,368,341,0.33,1.85,1.67,1.62,0.7,0.3,0.6,0.3,3,0,4,3,3,4,5,3,51.9,0.27,87.5,17.93,0,44.02,80.71,56.25,93.21,87.9375,64.524457,76.758152,37.817935,0,49.630435,92.567935,80.595109,70.391304,0,0,42.93,0,0,25,0.54,1.36,63.86
388,9,62,71,-16.1,17,20,5,12,323,160,372,392,0.54,2.23,1.67,1.62,0.4,0.3,0.6,0.3,3,0,4,3,3,0,1,3,16.29,6.54,65.08,0,0,28.28,31.5,4.77,88.84,52.124027,16.636222,80.624805,20.765439,0,53.277634,78.629476,33.098599,78.4411,0,0.16,27.66,0,0,10.17,0.05,0.26,39.28
389,9,82,71,-21,16,19,4,12,335,181,144,341,0.55,2.42,1.72,1.62,0.7,0.2,0.7,0.3,9,0,4,3,3,0,5,3,7.92,2.4,60.01,0,0,25.33,21.63,0,89.56,39.755319,6.460993,88.323483,16.756895,0,55.805359,67.43814,20.943262,83.257683,0,0.59,15.25,0,0,1.85,0.16,0,37.35
390,9,11,70,-16.1,16,19,12,13,337,181,377,341,0.55,2.37,1.72,1.62,0.7,0.2,0.7,0.3,3,0,4,3,3,4,5,3,39.44,0,80.75,16.46,0,40.06,73.6,37.58,89.44,81.478261,52.599379,74.319876,34.773292,0,43.071429,91.71118,75.857143,70.549689,0,0,39.75,0,0,25.47,0,0.31,54.66
391,9,83,95,-21,19,38,4,27,307,179,124,341,0.54,1.85,1.67,1.6,0.7,0.3,0.7,0.3,9,0,4,2,3,5,5,4,14.26,0,72.61,0,0,26.15,31.75,12.44,81.99,69.141991,36.63088,88.495527,22.90101,0,51.322944,76.245022,39.021068,82.816739,0,0,14.89,0,0,4.16,0.12,0.46,35.32
392,9,11,70,-16.1,16,37,12,27,340,181,377,341,0.44,2.23,1.72,1.6,0.7,0.2,0.7,0.3,3,0,4,3,3,4,1,3,68.01,48.45,85.71,19.25,0,39.44,87.58,70.81,96.58,92.248447,81.248447,71.636646,39.381988,0,37.819876,92.108696,88.468944,61.583851,0,7.76,43.17,0,0,26.09,0.62,27.02,72.98
393,9,15,70,-14.7,19,20,4,27,340,181,376,341,0.45,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,3,3,3,0,1,3,58.7,35.51,90.87,0,0,43.04,77.17,49.28,92.39,89.309179,73.81401,68.134783,22.224638,0,43.83913,92.847826,79.859903,66.421739,2.9,10.87,44.78,0,0,25,0.22,1.45,61.09
394,9,62,71,-16.1,17,20,5,12,323,160,372,392,0.54,2.23,1.67,1.62,0.4,0.3,0.6,0.3,3,0,4,3,3,0,1,3,16.29,6.54,65.08,0,0,28.28,31.5,4.57,88.53,52.124027,16.63259,80.626362,20.774261,0,53.347691,78.629476,33.239751,78.393876,0,0.16,27.66,0,0,10.17,0.05,0.26,39.28
395,9,25,90,-20.3,31,20,10,38,336,181,376,370,0.39,2.23,1.64,1.62,0.8,0.3,0.7,0.3,9,0,4,2,2,5,4,3,74.58,50.73,90.89,16.42,0,50.83,77.22,19.69,94.38,91.4375,81.327083,72.884534,35.168432,0,54.390625,90.978814,77.975,70.747917,0,0.42,42.8,0,0,25.73,0.32,0,47.5
396,9,13,70,-16.1,19,20,12,13,308,179,368,341,0.33,1.85,1.67,1.62,0.7,0.3,0.6,0.3,3,0,4,3,3,4,5,3,51.9,0.27,87.5,17.93,0,44.02,80.71,56.25,93.21,87.9375,64.524457,76.758152,37.817935,0,49.630435,92.567935,80.595109,70.391304,0,,,,,,,,
397,9,25,70,-16.1,16,38,10,39,340,181,377,341,0.44,2.37,1.72,1.82,0.7,0.2,0.7,0.3,3,0,4,3,2,4,5,3,84.92,58.15,91.98,23.91,0,46.88,91.85,79.76,95.92,92.836957,83.001359,75.138587,54.35462,0,62.673913,91.838315,87.334239,67.523098,2.17,6.66,47.55,0,0,20.79,4.48,10.46,69.43
398,9,26,70,-20.3,19,20,12,12,306,180,126,341,0.34,1.86,1.72,1.81,0.7,0.2,0.7,0.3,9,1,3,2,2,0,4,3,45.4,11.13,79.41,20.33,0,50,85.17,25.58,95.65,76.054987,23.911765,74.893862,43.31202,0,64.699488,92.817136,79.079284,70.433504,0,1.66,41.69,0,0,23.4,0,0,57.16
399,9,25,90,-20.3,31,20,10,39,336,179,386,344,0.44,2.23,1.64,1.61,0.8,0.3,0.7,0.3,9,0,4,2,2,4,1,3,85,71.25,93.64,16.42,0,48.02,77.86,19.69,94.06,92.936458,87.03125,69.313559,35.241525,0,50.809375,90.974576,78.282292,69.209375,0,2.19,49.05,0,0,23.54,0.32,0,46.98
400,4,11,70,16.1,16,37,12,27,340,181,377,341,0.44,2.23,1.72,1.6,0.7,0.2,0.7,0.3,3,0,4,3,3,4,1,3,19.57,0,39.13,13.66,0,29.5,78.57,51.86,95.96,70.322981,38.987578,78.86646,26.375776,0,31.198758,94.614907,87.860248,80.726708,0,0,13.04,0,0,15.53,0,2.8,31.06
401,4,11,70,14.7,19,20,4,27,340,181,389,341,0.55,2.38,1.72,1.6,0.7,0.2,0.7,0.3,2,0,3,3,3,0,5,3,13.98,0,40.37,3.11,0,31.06,32.92,0.62,77.64,43.065217,19.381988,58.043478,15.667702,0,30.018634,89.813665,69.568323,78.465839,0,0,15.53,0,0,16.46,0,0,24.53
402,4,83,96,21,19,38,4,27,272,179,124,341,0.54,1.85,1.67,1.6,0.7,0.3,0.7,0.3,9,0,4,2,3,5,5,4,1.93,0,22.78,0.11,0,10.71,2.98,0,22.1,20.59233,4.765625,44.975284,11.744886,0,23.350284,31.14858,12.315057,49.324148,0,0,8.41,0,0,1.48,0,0,6.88
403,4,83,69,21,19,38,4,27,307,179,124,341,0.54,1.85,1.68,1.82,0.7,0.3,0.7,0.3,9,0,4,2,3,5,5,3,2.85,0,31.82,0.91,0,14.9,5.3,0,30.71,28.135968,5.320158,61.308696,16.399605,0,32.025296,38.896443,15.14664,61.459289,0,0,11.5,0,0,2.06,0,0,9.57
404,4,62,71,16.1,17,20,5,12,323,160,372,392,0.54,2.23,1.67,1.62,0.4,0.3,0.6,0.3,3,0,4,3,3,0,1,3,4,1.5,30.36,0,0,12.77,3.74,0,29.89,19.513233,3.846912,50.521017,8.842761,0,28.841204,30.601453,10.79917,57.979761,0,0,12.09,0,0,2.59,0,0,11.78
405,4,15,70,14.7,19,20,4,27,340,181,376,341,0.45,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,3,3,3,0,1,3,11.84,0,38.41,1.21,0,28.99,29.35,0.43,71.52,37.647343,13.379227,56.782609,16.700483,0,31.333333,86.81087,57.297826,78.743478,0,0,15.46,0,0,15.22,0,0,24.57
406,4,25,70,16.1,16,38,10,39,340,181,377,341,0.44,2.37,1.72,1.82,0.7,0.2,0.7,0.3,3,0,4,3,2,4,5,3,20.11,0,39.67,11.82,0,26.22,43.48,11.96,66.03,53.379076,16.505435,66.092391,29.980978,0,34.565217,87.599185,63.524457,80.110054,0,0,14.13,0,0,13.04,0,0.68,22.55
407,4,25,96,16.1,16,38,10,39,340,181,365,341,0.45,2.37,1.71,1.6,0.7,0.2,0.7,0.3,3,0,4,3,2,4,5,4,13.28,0,29.1,7.62,0,19.63,26.66,2.73,50.59,41.897461,15.907227,57.360352,20.523438,0,25.620117,80.436523,54.143555,78.856445,0,0,10.06,0,0,9.08,0,0.1,16.6
408,4,26,70,20.3,19,20,12,12,306,180,126,341,0.34,1.86,1.72,1.81,0.7,0.2,0.7,0.3,9,1,3,2,2,0,4,3,15.09,0,42.97,7.67,0,32.61,20.33,0,51.79,35.998721,5.648338,52.048593,23.51023,0,37.063939,66.070332,25.069054,74.569054,0,0,19.69,0,0,15.6,0,0,21.48
409,4,83,95,21,19,38,4,27,307,179,124,341,0.54,1.85,1.67,1.6,0.7,0.3,0.7,0.3,9,0,4,2,3,5,5,4,1.9,0,23.52,0,0,11.02,3.46,0,24.62,22.212987,5.161616,45.277633,11.445887,0,23.806926,30.189899,14.462338,50.978066,0,0,8.51,0,0,1.5,0,0,7.01
410,4,83,97,21,17,38,4,27,272,179,124,341,0.54,2.21,1.67,1.6,0.7,0.3,0.7,0.3,9,0,4,2,3,5,1,4,1.99,0,21.9,0.03,0,9.8,2.41,0,20.8,21.946023,4.699716,44.60767,11.542614,0,21.982955,26.734943,10.665625,47.377273,0,0,7.78,0,0,0.97,0,0,6.31
411,4,11,69,16.1,18,37,12,27,340,181,398,341,0.45,1.87,1.72,1.6,0.7,0.1,0.7,0.3,3,0,5,3,3,4,5,3,16.77,0,36.19,14.29,0,31.99,90.68,71.43,96.83,42.062112,17.07764,64.203175,26.751553,0,31.503106,95.490683,91.251553,79.371429,0,0,13.33,0,0,15.84,0,3.42,32.06
412,4,15,70,14.7,19,20,4,27,340,181,391,341,0.45,2.23,1.72,1.6,0.7,0.2,0.7,0.3,2,0,3,3,3,0,5,4,12.08,0,41.06,1.21,0,32.13,30.65,0.65,72.39,39.202899,18.536232,56.280193,16.73913,0,32.640097,86.58913,58.684783,77.563043,0,0,17.63,0,0,16.18,0,0,25
413,4,25,96,16.1,16,38,10,39,305,181,365,341,0.54,2.37,1.71,1.61,0.7,0.3,0.7,0.3,9,0,4,3,2,5,5,4,13.67,0,36.72,5.37,0,19.63,23.24,2.64,51.46,62.151367,49.321289,76.428711,17.791016,0,25.573242,77.823242,53.825195,79.074219,0,0,10.45,0,0,9.08,0,0.1,16.6
414,4,15,70,14.7,19,20,4,27,340,181,376,341,0.45,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,3,3,3,0,1,3,11.84,0,38.41,1.21,0,28.99,29.35,0.43,71.52,37.647343,13.379227,56.782609,16.724638,0,31.333333,86.81087,57.297826,78.743478,0,0,15.46,0,0,15.22,0,0,24.57
415,4,62,71,16.1,17,20,5,12,323,160,126,393,0.34,1.85,1.72,1.81,0.4,0.3,0.7,0.3,4,0,4,2,2,0,1,3,3.43,0.83,34.56,0,0,15.67,1.56,0,31.76,16.692787,3.759211,53.653347,6.722885,0,32.084587,26.352361,7.74001,60.935132,0,0,13.86,0,0,3.84,0,0,12.92
416,4,25,70,21,19,38,5,39,311,181,377,341,0.54,2.37,1.72,1.81,0.7,0.3,0.7,0.3,3,0,4,3,3,4,5,4,19.57,0,48.91,7.34,0,30.03,39.95,10.46,65.49,73.978261,45.137228,78.456522,24.038043,0,37.495924,87.195652,62.96875,79.907609,0,0,15.35,0,0,13.99,0,1.09,20.52
417,4,83,69,21,19,38,4,27,307,179,124,341,0.54,1.85,1.68,1.82,0.7,0.3,0.7,0.3,9,0,4,2,3,5,5,3,2.85,0,31.82,0.91,0,15.02,5.18,0,30.75,28.144269,5.313043,61.319763,16.412253,0,32.031225,38.702372,14.994466,61.475889,0,0,11.5,0,0,2.06,0,0,9.57
418,4,11,70,16.1,16,37,12,27,340,181,377,341,0.44,2.23,1.72,1.6,0.7,0.2,0.7,0.3,3,0,4,3,3,4,1,3,19.57,0,39.13,13.66,0,29.5,78.57,51.86,95.96,70.322981,38.987578,78.86646,26.375776,0,31.198758,94.614907,87.860248,80.726708,0,0,13.04,0,0,15.53,0,2.8,31.06
419,4,25,96,16.1,16,38,10,39,340,181,365,341,0.45,2.37,1.71,1.6,0.7,0.2,0.7,0.3,3,0,4,3,2,4,5,4,13.28,0,29.1,7.62,0,19.63,26.86,2.64,50.88,41.897461,15.914063,57.25,20.523438,0,25.582031,80.418945,54.143555,78.710938,0,0,10.06,0,0,9.08,0,0.1,16.6
420,4,11,69,16.1,18,37,12,27,340,181,397,341,0.45,1.86,1.72,1.6,0.7,0.2,0.7,0.3,3,0,3,3,3,4,5,3,20.5,0,46.98,14.6,0,31.99,87.58,68.63,97.46,62.903727,35.018634,71.987302,27.018634,0,30.180124,95.180124,90.624224,77.625397,0,0,16.19,0,0,17.39,0,3.42,33.02
421,4,11,69,16.1,18,37,12,27,340,181,398,341,0.45,1.87,1.72,1.6,0.7,0.1,0.7,0.3,3,0,5,3,3,4,5,3,16.77,0,36.19,14.29,0,31.99,90.68,71.43,96.83,42.062112,17.07764,64.219048,26.745342,0,31.503106,95.490683,91.251553,79.371429,0,0,13.33,0,0,15.84,0,3.42,32.06
422,4,83,97,21,17,38,4,27,272,179,124,341,0.54,2.21,1.67,1.6,0.7,0.3,0.7,0.3,9,0,4,2,3,5,1,4,2.02,0,21.82,0.03,0,9.77,2.61,0,20.65,21.860227,4.65,44.33267,11.519034,0,21.9375,28.432386,10.79858,47.52642,0,0,7.78,0,0,0.97,0,0,6.31
423,4,25,70,21,19,38,5,39,311,181,377,341,0.54,2.37,1.72,1.81,0.7,0.3,0.7,0.3,3,0,4,3,3,4,5,4,19.57,0,48.91,7.34,0,30.03,39.95,10.46,65.49,73.978261,45.138587,78.456522,24.043478,0,37.47962,87.201087,62.96875,79.907609,0,0,15.35,0,0,13.99,0,1.09,20.52
424,4,62,71,16.1,17,20,5,12,323,160,126,393,0.34,1.85,1.72,1.81,0.4,0.3,0.7,0.3,4,0,4,2,2,0,1,3,3.43,0.83,34.56,0,0,15.62,1.56,0,31.45,16.692787,3.756617,53.658537,6.709393,0,32.103269,26.263103,7.924235,61.15205,0,0,13.86,0,0,3.84,0,0,12.92
425,4,25,96,21,16,38,10,27,306,181,352,341,0.45,1.86,1.71,1.82,0.7,0.2,0.7,0.3,3,0,4,3,3,5,5,4,12.99,0,27.64,7.52,0,19.14,30.26,6.35,54.3,35.019531,9.652344,49.755859,19.714844,0,25.438477,79.58631,55.234375,79.728516,0,0,10.55,0,0,8.79,0,0.29,17.77
426,4,14,70,14.7,19,20,4,27,340,181,391,341,0.45,2.24,1.72,1.6,0.7,0.1,0.7,0.3,2,0,5,3,3,0,5,4,9.9,0,35.51,1.45,0,29.95,30.43,0.48,73.67,25.062802,1.951691,48.640097,16.144928,0,32.173913,87.285024,62.992754,78.700483,0,0,14.25,0,0,15.22,0,0,24.15
